content,date,like,place,tags
제주산 글자만 봐도 💕#맛있는맛#이맛모르는사람없게해주세요🙏 #제주맛집#떡볶이맛집#제주섬떡볶이#제주섬떡볶이홈키트 #그리운제주도🌴#내돈내산_찐후기,2021-08-19,2,,"['#맛있는맛', '#이맛모르는사람없게해주세요🙏', '#제주맛집', '#떡볶이맛집', '#제주섬떡볶이', '#제주섬떡볶이홈키트', '#그리운제주도🌴', '#내돈내산_찐후기']"
제주도에서 처음 먹어본 자리돔회랑 구이🐟  가시까지 다 먹었어야해서 조금 힘들었지만 새로운 경험이였다 광어같으면서도 좀 더 잘게 씹히는 느낌?! 구이도 엄청 부드럽게 씹힌다 #자리돔횟집 #자리돔구이 #자리돔 #제주맛집 #제주도 #제주도여행 #제주횟집 #제주도맛집 #모슬포맛집 #모슬포,2021-08-19,0,부두식당,"['#자리돔횟집', '#자리돔구이', '#자리돔', '#제주맛집', '#제주도', '#제주도여행', '#제주횟집', '#제주도맛집', '#모슬포맛집', '#모슬포']"
제주먹거리😘❤#흑돼지bbq ☆☆☆☆#제주약수터 ☆☆☆☆☆ #우정회센터 ☆☆☆ #표선해비치갓더라면 ☆☆☆ #신화돌담집 ☆ #스리슬_제주 #제주맛집,2021-08-19,1,,"['#흑돼지bbq', '#제주약수터', '#우정회센터', '#표선해비치갓더라면', '#신화돌담집', '#스리슬_제주', '#제주맛집']"
제주도 오면 꼭 들려서 구매하는 섬타르 선물세트!!너무 맛있어 ㅠㅠ 인생 타르트 찾았습니다#제주도카페#제주도맛집 #제주핫플 #제주공항근처카페 #jeju#jejudo #제주섬타르왔어요#제주타르트 #제주맛집 #제주카페#타르트맛집 #제주도여행 #제주공항카페 #섬타르#제주선물 #제주카페투어 #제주도카페추천 #제주도타르트#제주도카페맛집#제주시카페#제주공항근처맛집#제주도여행#좋아요맞팔#좋아요테러반사#맞팔환영#좋아요꾸욱#맞팔은댓#맞팔선팔환영,2021-08-19,0,,"['#제주도카페', '#제주도맛집', '#제주핫플', '#제주공항근처카페', '#jeju', '#jejudo', '#제주섬타르왔어요', '#제주타르트', '#제주맛집', '#제주카페', '#타르트맛집', '#제주도여행', '#제주공항카페', '#섬타르', '#제주선물', '#제주카페투어', '#제주도카페추천', '#제주도타르트', '#제주도카페맛집', '#제주시카페', '#제주공항근처맛집', '#제주도여행', '#좋아요맞팔', '#좋아요테러반사', '#맞팔환영', '#좋아요꾸욱', '#맞팔은댓', '#맞팔선팔환영']"
내 어린 날의 첫사랑이었다First love....#제주도 #마카롱 #돌카롱 #알록달록 #제주맛집 #맛있음 #어린날 #첫사랑,2021-08-19,3,,"['#제주도', '#마카롱', '#돌카롱', '#알록달록', '#제주맛집', '#맛있음', '#어린날', '#첫사랑']"
잔잔한곳 아름다운곳,2021-08-19,1,제주 남원리,[]
5년만에 다시 찾은 제주도지난번엔 3명~이번엔 4명~아이들들 보다 내가 더 긴장#제주시횟집 #섬횟집----#제주애월맛집#제주공항근처맛집#제주고등어조림#제주시횟집#서귀포횟집#도두섬횟집#용담해안도로맛집#jeju#신제주맛집#제주맛집#서귀포맛집,2021-08-19,0,,"['#제주시횟집', '#섬횟집----', '#제주애월맛집', '#제주공항근처맛집', '#제주고등어조림', '#제주시횟집', '#서귀포횟집', '#도두섬횟집', '#용담해안도로맛집', '#jeju', '#신제주맛집', '#제주맛집', '#서귀포맛집']"
"☑️상표등록 문제로 훈이네해장국 -> 채훈이네해장국으로 상호변경됩니다.☑️ 아주 신선한 선지가 큼지막하게 가득 들어간 #해장국 채훈이네는 해장국 #찐 맛집이죠😊 정성이 가득 들어간 해장국은 국물도 깊고 아낌없이 넣은 재료들도 양도 정말 푸짐하답니다 :)———————————————영업시간: 월~금 6:30 - 15:00토요일 휴무, 일요일 6:30 - 15:00last order: 14:30모든 메뉴 포장, 택배 가능———————————————#채훈이네해장국 #채훈이네고사리육개장 #짠내투어 #제주도 #제주 #고사리육개장택배 #신창맛집 #한경면맛집 #제주도맛집 #제주맛집 #제주도맛집추천 #제주맛집추천 #제주도가볼만한곳 #제주가볼만한곳 #제주도민맛집 #제주도민 #제주일상 #제주도먹방 #제주도그램 #제주해장국 #해장국맛집 #찐맛집 #좋반 #소통 #소통해요 #소통환영 #소통스타그램 #좋반테러",2021-08-19,16,,"['#해장국', '#찐', '#채훈이네해장국', '#채훈이네고사리육개장', '#짠내투어', '#제주도', '#제주', '#고사리육개장택배', '#신창맛집', '#한경면맛집', '#제주도맛집', '#제주맛집', '#제주도맛집추천', '#제주맛집추천', '#제주도가볼만한곳', '#제주가볼만한곳', '#제주도민맛집', '#제주도민', '#제주일상', '#제주도먹방', '#제주도그램', '#제주해장국', '#해장국맛집', '#찐맛집', '#좋반', '#소통', '#소통해요', '#소통환영', '#소통스타그램', '#좋반테러']"
.제주 핫플레이스 콧수염 카페 😊옥상 빈백 정원바다 뷰와 편안한 빈백 소파여심 저격 피크닉월정 바다가 한눈에 들어오는 야외 테라스까지 준비되어 있어요 ☕️🧺🐕제주시 구좌읍 해맞이해안로 406 카페콧수염070-4131-8880매일 모든 메뉴 sold-out 되므로 선착순 판매합니다.예쁜 사진 남겨주셔서 감사합니다 🌷#제주도맛집 #함덕카페 #제주월정리 #제주피크닉 #서귀포맛집 #제주도선물 #월정리콧수염 #제주월정리카페 #제주해안도로 #제주맛집 #제주카페 #제주 #성산맛집 #세화카페 #제주도마카롱 #제주도 #월정리맛집 #제주도카페 #월정리 #월정리카페 #성산카페 #제주마카롱맛집 #제주도민맛집 #구좌읍카페 #서귀포카페 #제주도여행 #월정리카페콧수염 #함덕해수욕장 #함덕맛집 #제주시카페,2021-08-19,2,,"['#제주도맛집', '#함덕카페', '#제주월정리', '#제주피크닉', '#서귀포맛집', '#제주도선물', '#월정리콧수염', '#제주월정리카페', '#제주해안도로', '#제주맛집', '#제주카페', '#제주', '#성산맛집', '#세화카페', '#제주도마카롱', '#제주도', '#월정리맛집', '#제주도카페', '#월정리', '#월정리카페', '#성산카페', '#제주마카롱맛집', '#제주도민맛집', '#구좌읍카페', '#서귀포카페', '#제주도여행', '#월정리카페콧수염', '#함덕해수욕장', '#함덕맛집', '#제주시카페']"
안녕하세요. 제주최대규모 럭셔리가라오케룸 파티24실장 정원실장입니다! 1.제주도 최대규모 룸40개2.아가씨 최대규모 보유(100명) 3.최고 멋진 모델급 아가씨 항시대기4.최고사이즈로 무조건 초이스4.강남최고DJ 공연팀 항시대기*최고의 서비스로 당신을 최고로 만들어드립니다~^^정원실장 010 8933 1012,2021-08-19,0,Jeju,[]
엄마아빠동생 모두 맛있게 먹은 제주도 크로플 맛집 '율'돌아다니면서 간식으로 먹기 너무 좋았다🥐#크로플 #제주도크로플 #율 #제주도크로플맛집 #제주도빵집 #제주도빵 #제주맛집 #제주도 #제주도여행 #제주도맛집 #제주여행,2021-08-19,3,Jeju,"['#크로플', '#제주도크로플', '#율', '#제주도크로플맛집', '#제주도빵집', '#제주도빵', '#제주맛집', '#제주도', '#제주도여행', '#제주도맛집', '#제주여행']"
안녕하세요. 제주최대규모 럭셔리가라오케룸 파티24실장 정원실장입니다! 1.제주도 최대규모 룸40개2.아가씨 최대규모 보유(100명) 3.최고 멋진 모델급 아가씨 항시대기4.최고사이즈로 무조건 초이스4.강남최고DJ 공연팀 항시대기*최고의 서비스로 당신을 최고로 만들어드립니다~^^정원실장 010 8933 1012,2021-08-19,0,Jeju,[]
⠀#제주도 #스시마씸 #고등어회 ❣️⠀⠀앨범 보다가 과거 회상하기!!!제주도가면 꼭 해변에서 술한잔😊⠀바다 바라보면서 회에 술한잔😊⠀그게 바로 최고의 힐링이쥬👊🏻⠀⠀스시마씸에서 포장해서 ⠀해변으로 달려가깅😆😆⠀⠀첨 도전해 본 고등어회였는데⠀어찌나 맛있돈징..❣️⠀술이 아주 술술 넘어가는 맛🐟⠀#소주 에 토닉워터 태워 마시면달달하니 아쥬 술술 넘어갑니당😊😊⠀또 제주도가서 힐링하구싶네용🏖,2021-08-19,32,제주,"['#제주도', '#스시마씸', '#고등어회', '#소주']"
시오빵🥐,2021-08-19,1,빵귿,[]
-동화속같았던 예쁜 공간 🤍디저트를 너~~무 맛있게 먹어서돌아오는 날 포장해오고 싶었는데여름 휴가가 시작되던 날이라 너무 아쉬웠어요 !제주 가시는 고객님들 여기 꼬옥 들러주셔요..🤍🤍#5l2f #제주카페 #제주카페추천,2021-08-19,63,오엘이에프커피,"['#5l2f', '#제주카페', '#제주카페추천']"
Think about better bagel 🥯 #베이글림림 #월정베이글 #pla컵 #생분해빨대 #생분해컵#제주 #림림베이글#제주베이글#제주카페#제주여행#제주맛집#제주동쪽#구좌읍#월정맛집#화덕베이글#월정아침#월정카페#서퍼#서퍼맛집#oven_brick_bagel#think_about_better_bagel#bagelrimrim#surfandhaveabagel,2021-08-19,0,베이글림림,"['#베이글림림', '#월정베이글', '#pla컵', '#생분해빨대', '#생분해컵', '#제주', '#림림베이글', '#제주베이글', '#제주카페', '#제주여행', '#제주맛집', '#제주동쪽', '#구좌읍', '#월정맛집', '#화덕베이글', '#월정아침', '#월정카페', '#서퍼', '#서퍼맛집', '#oven_brick_bagel', '#think_about_better_bagel', '#bagelrimrim', '#surfandhaveabagel']"
"#맥키쉬 🐻-🧀 브라운치즈 휘낭시에안 그래도 맛있는 맥낭시에+브라운치즈 조합은 역시 맛없없🧡 그런데 이상하게 기대를 1도 안하고 먹었었던 고메버터 휘낭시에랑 피칸무화과 휘낭시에가 충격적으로 맛있어서 그런가 아직 최애는 요 두 맥낭셰,, 🖤 흑임자 푸딩신메뉴로 흑임자 푸딩이 있길래 주문해볼까 고민하다가 그냥 아메리카노 시켰는데 사쟌님이 주셔따,,😳🧡 한 입 먹고 핵꼬수운 흑임자크림+견과류에 두 눈 번쩍 뜨이는 맛.. 너무 달지도 않고 포만감도 있어서 간단한 아침식사로도 넘 좋을 듯!! 할매입맛이라면 꼭 드셔봤음 좋겠댜,, 🫓 갈레트 부르통요것도 게릴라로 구웠다면서 주셨는데 방금 나온 구움과자는 넘무 맛있는 것.. 버터링이나 사브레st 과자 좋아하시면 맛있게 드실 듯..! 그만큼 버터맛 뿜뿜한 디젙🌼-..........#제주도맛집 #제주도카페 #제주맛집 #제주카페 #제주도카페추천 #제주도맛집추천 #제주시카페 #제주시맛집 #화북카페 #화북맛집 #삼양맛집 #삼양카페 #제주신상카페 #신상카페 #카페스타그램 #제주도 #제주 #제주도민맛집 #제주도민 #제주일상 #제주디저트 #제주도가볼만한곳 #제주도핫플레이스 #제주도핫플 #제주핫플 #제주살이 #제주라이프 #제주도그램 #제주도카페투어",2021-08-19,4,제주시 화북동,"['#맥키쉬', '#제주도맛집', '#제주도카페', '#제주맛집', '#제주카페', '#제주도카페추천', '#제주도맛집추천', '#제주시카페', '#제주시맛집', '#화북카페', '#화북맛집', '#삼양맛집', '#삼양카페', '#제주신상카페', '#신상카페', '#카페스타그램', '#제주도', '#제주', '#제주도민맛집', '#제주도민', '#제주일상', '#제주디저트', '#제주도가볼만한곳', '#제주도핫플레이스', '#제주도핫플', '#제주핫플', '#제주살이', '#제주라이프', '#제주도그램', '#제주도카페투어']"
#뱃사공횟집 #제주맛집 #우럭조림,2021-08-19,1,,"['#뱃사공횟집', '#제주맛집', '#우럭조림']"
20210818 제주여행 2일차⛱🔹문개항아리-통해물라면 2인-한치튀김별점:⭐⭐⭐⭐해산물 너무 신선하고 생면도 맛있어요 국물도 시원하고 정말 고급스러운 맛이 나서 또 가고 싶어요 해장으로 아주 좋아용😆👍🏻🔹높은물가든-돼지 생갈비-김치찌개-비빔냉면별점:⭐⭐⭐⭐제주 로컬 맛집으로 추천받아서 다녀왔는데 양도 많고 밑반찬도 다 맛있었어요 특히 비빔냉면 양념이 너무 맛있어요😊👍🏻#제주여행 #제주맛집 #제주맛집추천 #문개항아리 #해물라면 #한치튀김 #높은물가든 #돼지생갈비 #비빔냉면 #안주 #안주스타그램 #집밥 #집밥스타그램 #맛스타 #맛스타그램 #먹소통 #먹스타 #먹스타그램 #맞팔 #소통 #먹팔 #선팔하면맞팔,2021-08-19,41,,"['#제주여행', '#제주맛집', '#제주맛집추천', '#문개항아리', '#해물라면', '#한치튀김', '#높은물가든', '#돼지생갈비', '#비빔냉면', '#안주', '#안주스타그램', '#집밥', '#집밥스타그램', '#맛스타', '#맛스타그램', '#먹소통', '#먹스타', '#먹스타그램', '#맞팔', '#소통', '#먹팔', '#선팔하면맞팔']"
#20210817이제 이런데 와도 줄서서 찍을 열정은 없고한적한 곳에서 후다닥😛#사계해변 #사계해안,2021-08-19,12,사계 해변,"['#20210817이제', '#사계해변', '#사계해안']"
"횟집은 항상 모든음식이 한번에 다 나오는게 아니라 사진찍기 너무 어려움; 그래두 매운탕까지 완전 우리스따〰️일, 물회에 진심이었던 아빠랑 오빠는 제주도 물회에 쬐끔 실망했지만 다른건 다 너무 맛있었음💛#jejutravel",2021-08-19,23,우정회센타,['#jejutravel']
ABCDEFG~ 🎶🎵🎶아크릴로 사부작 사부작 베이글 림림을 꾸며봅니다~ DIY 의 매력 ㅎㅎ베이글림림을 시작하고 ..태어나서 처음해보는 일들이 참 많아집니다. 그만큼 삶이 풍성해지고 있다는 이야기이겠죠?!! 앞으로 또 어떤일들이 새로이 기다리고 있을지 매일이 궁금한 하루하루입니다~ 💕#베이글림림 #월정베이글 #pla컵 #생분해빨대 #생분해컵#제주 #림림베이글#제주베이글#제주카페#제주여행#제주맛집#제주동쪽#구좌읍#월정맛집#화덕베이글#월정아침#월정카페#서퍼#서퍼맛집#oven_brick_bagel#think_about_better_bagel#bagelrimrim#surfandhaveabagel,2021-08-19,2,,"['#베이글림림', '#월정베이글', '#pla컵', '#생분해빨대', '#생분해컵', '#제주', '#림림베이글', '#제주베이글', '#제주카페', '#제주여행', '#제주맛집', '#제주동쪽', '#구좌읍', '#월정맛집', '#화덕베이글', '#월정아침', '#월정카페', '#서퍼', '#서퍼맛집', '#oven_brick_bagel', '#think_about_better_bagel', '#bagelrimrim', '#surfandhaveabagel']"
애월 빈티지펍 다빈장 오픈 합니다9월 한 달 전 메뉴 10% DC 놓치지 않을 거예요🤩,2021-08-19,,제주도 애월읍,[]
우울한게 하루이틀 일은 아니지만오늘은 더욱더 그래서..,2021-08-19,17,,[]
많은 변화가 있었던 이번 여름이랑 나와 함께한 제주🌿 생각 많이 하는 버릇도 버리자 수현아 파이토 :),2021-08-18,395,풀베개,[]
#평대홀라인 #홀라인평대에서 해수욕하고 무조건 홀라인!하루전 네이버 예약하면 샤워+음료+라운지이용 1만원현장결제는 1.5만원샤워시설도 깔끔하고 수건도 제공해줘서 진짜 편하고 좋음(요즘 코로나가 심해져서 샤워는 이용 안된다고 하네요😭)미리 전화로 문의하시면 좋을것 같아요!#제주 #제주도 #제주새댁 #제주살이 #제주도여행 #제주여행 #제주일상 #제주라이프 #맛스타그램 #먹스타그램 #제주도맛집 #제주맛집 #도민추천 #맛집 #제주도맛집추천 #제주맛집 #맛집추천 #카페 #제주카페 #제주카페추천 #홀라인제주 #평대해변 #평대리 #평대샤워장,2021-08-13,11,평대홀라인,"['#평대홀라인', '#홀라인평대에서', '#제주', '#제주도', '#제주새댁', '#제주살이', '#제주도여행', '#제주여행', '#제주일상', '#제주라이프', '#맛스타그램', '#먹스타그램', '#제주도맛집', '#제주맛집', '#도민추천', '#맛집', '#제주도맛집추천', '#제주맛집', '#맛집추천', '#카페', '#제주카페', '#제주카페추천', '#홀라인제주', '#평대해변', '#평대리', '#평대샤워장']"
